sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_repeat_region	annotation_tRNA	annotation_tmRNA	rank	reason
ERX980026	2345490	True	464407200	198	4644072	100	100	0	100	100	100	100	8	34.023	4.270	40	35.500	33	37	234549180	100.000	2346630	39.500	99.951	0.852	100	100	100	100	13.500	34.157	4.011	40	35.500	33	37	0.00	23.48	26.44	25.89	0.00	24.19	1	52	76	0	15	110913	23155	14803	552	42822	0	1.22	63.41	92.68	0.00	82	1898765	Lactobacillus spp. strain	82	1898765	1854	1911	2	1	54	1	gold	passed all cutoffs
ERX980027	2384100	True	477868000	200.440	4778680	100	100	0	100	100	100	100	8	34.243	4.205	40	36	33.500	37	238409973	100.000	2385210	35	99.953	0.850	100	100	100	100	12.500	34.369	3.962	40	36	33.500	37	0.00	24.37	25.77	25.89	0.00	23.96	0	60	107	0	20	96424	16902	9513	520	34348	0	0.00	49.59	88.43	0.00	121	2045233	Lactobacillus spp. strain	121	2045233	1998	2054	1	2	54	1	silver	Too many contigs (121, expect <= 100)
ERX980028	1906540	True	466084400	244.466	4660844	100	100	0	100	100	100	100	8	36.312	3.395	40	37.500	36	38	190653962	100.000	1907222	36	99.964	0.914	100	100	100	100	13.500	36.351	3.295	40	37.500	36	38	0.00	31.90	18.63	16.43	0.00	33.04	5	11	15	0	2	535764	120264	31558	829	457672	0	31.25	68.75	93.75	0.00	16	1924224	Lactobacillus spp. strain	16	1924224	1864	1916	3		48	1	gold	passed all cutoffs
ERX980029	1925310	True	499228600	259.298	4992286	100	100	0	100	100	100	100	7.500	36.285	3.464	40	37.500	36	38	192531062	100.000	1925998	37	99.964	0.916	100	100	100	100	12	36.342	3.300	40	37.500	36	38	0.00	31.90	18.63	16.43	0.00	33.04	5	11	15	0	2	535764	120228	31559	829	458187	0	31.25	68.75	93.75	0.00	16	1923662	Lactobacillus spp. strain	16	1923662	1864	1916	3		48	1	gold	passed all cutoffs
ERX980030	2096300	True	456565600	217.796	4565656	100	100	0	100	100	100	100	7	36.405	3.334	40	38	36	38	209630021	100.000	2096904	35	99.971	0.739	100	100	100	100	12.500	36.441	3.231	40	38	36	38	0.00	32.85	17.07	17.54	0.00	32.54	4	40	69	0	12	120457	27907	12923	519	60156	0	5.48	54.79	94.52	0.00	73	2037241	Lactobacillus spp. strain	73	2037241	1970	2027	3	1	53	1	gold	passed all cutoffs
ERX980031	2133770	True	482147600	225.960	4821476	100	100	0	100	100	100	100	7	36.371	3.386	40	38	36	38	213376931	100.000	2134394	41	99.971	0.750	100	100	100	100	12.500	36.409	3.285	40	38	36	38	0.00	32.57	17.39	17.35	0.00	32.69	7	18	26	0	4	417034	75116	24477	623	210800	0	25.00	64.29	92.86	0.00	28	2103262	Lactobacillus spp. strain	28	2103262	2054	2111	3	1	53	1	gold	passed all cutoffs
ERX980032	2100990	True	603818600	287.398	6038186	100	100	0.000	100	100	100	100	8	36.326	3.335	40	37.500	36	38	210099044	100.000	2101720	40	99.965	0.891	100	100	100	100	12.500	36.357	3.250	40	37.500	36	38	0.00	32.75	16.97	17.83	0.00	32.46	6	23	30	0	4	530919	60159	32973	607	135549	0	18.18	69.70	90.91	0.00	33	1985247	Lactobacillus spp. strain	33	1985247	1936	1990	3	1	50	1	gold	passed all cutoffs
ERX980033	2005770	True	550159800	274.288	5501598	100	100	0	100	100	100	100	7.500	35.677	3.634	40	37	35	38	200576876	100.000	2006434	35	99.967	0.824	100	100	100	100	13	35.734	3.484	40	37	35	38	0.00	29.71	20.26	20.29	0.00	29.75	6	28	40	0	7	272647	41304	19877	672	90705	0	13.33	62.22	88.89	0.00	45	1858708	Lactobacillus spp. strain	45	1858708	1803	1867	4		59	1	gold	passed all cutoffs
ERX980034	1988870	True	528456800	265.708	5284568	100	100	0	100	100	100	100	9	35.663	3.642	40	37	35	38	198886989	100.000	1989492	41	99.969	0.778	100	100	100	100	13	35.713	3.521	40	37	35	38	0.00	29.73	20.37	20.17	0.00	29.72	6	28	40	0	7	272647	39544	18963	513	90705	0	12.77	59.57	85.11	0.00	47	1858572	Lactobacillus spp. strain	47	1858572	1805	1869	4		59	1	gold	passed all cutoffs
SRX026143	2195960	True	279040200	127.070	5580804	50	50	0	50	50	50	50	2	32.998	2.577	34	33	33	34	219595990	100.000	4401166	35	49.895	1.042	50	50	50	50	16.500	33.287	1.036	34	33	33	34	0.00	31.71	18.22	18.59	0.00	31.48	0	67	212	0	35	57785	7951	3454	502	17973	0	0.00	26.07	82.49	0.00	257	2043455	Lactobacillus spp. strain	257	2043455	2024	2055	3	1	27	1	bronze	Short read length (49.89bp, expect >= 75 bp);Too many contigs (257, expect <= 200)
SRX059832	2622370	False	482804856	184.110	13411246	36	36	0	36	36	36	36	1	36.583	5.685	40	39	36	40	262236975	100	7492485	35	35	0	35	35	35	35	11	37.682	3.342	40	39	37	40	0.00	28.05	22.10	22.12	0.00	27.73	0	68	355	0	70	38619	6167	3895	507	9864	0	0.00	17.17	89.65	0.00	396	2442441	Lactobacillus spp. strain	396	2442441	2359	2371	1		10	1	exclude	Short read length (35.00bp, expect >= 49 bp)
SRX1090887	2582870	True	227357800	88.025	2273578	100	100	0	100	100	100	100	2	37.086	3.311	40	38	37	38	222656908	86.205	2250034	35	98.957	4.937	100	100	100	100	19	37.416	1.909	40	38	37	38	0.00	31.70	18.17	18.33	0.00	31.80	0	78	177	0	31	90582	11842	6637	500	24493	0	0.00	38.81	88.06	0.00	201	2380407	Lactobacillus spp. strain	201	2380407	2420	2482	3	1	58	1	bronze	Too many contigs (201, expect <= 200)
SRX1090894	1904990	True	253158400	132.892	2531584	100	100	0	100	100	100	100	2	36.936	3.688	40	38	37	38	190499187	100.000	1921064	35	99.163	4.696	100	100	100	100	18	37.330	2.173	40	38	37	38	0.00	32.65	17.51	17.44	0.00	32.41	2	42	59	0	11	143320	28081	15248	523	56309	0	2.94	61.76	86.76	0.00	68	1909537	Lactobacillus spp. strain	68	1909537	1875	1931	4		51	1	gold	passed all cutoffs
SRX1092347	2333490	True	891098418	381.874	3312340	70	269.024	43.728	282	300	265.500	295	22.500	35.592	1.619	37	36	35	36.500	233349343	100.000	871138	47	267.867	44.311	280	300	265	295	23	35.628	1.606	37	36	35	36.500	0.00	30.76	19.31	19.23	0.00	30.70	7	35	50	0	8	253209	34100	15344	610	98391	0	12.07	60.34	86.21	0.00	58	1977840	Lactobacillus spp. strain	58	1977840	1843	1908	3	1	61	1	gold	passed all cutoffs
SRX1131769	3130740	True	442324450	141.284	4379450	101	101	0	101	101	101	101	2	30.478	8.068	39	33.500	26.500	36.500	313073915	100.000	3462834	35	90.410	15.028	99	100	86	100	18.500	34.584	3.192	40	35.500	33	37	0.00	27.72	21.99	22.61	0.00	27.68	12	37	61	0	10	211443	43345	8466	521	121390	0	16.00	49.33	81.33	0.00	75	3250897	Lactobacillus spp. strain	75	3250897	3018	3082	9	1	54	1	silver	Short read length (90.41bp, expect >= 95 bp)
SRX130888	1963350	True	320087200	163.031	6401744	50	50	0	50	50	50	50	2	33.151	2.278	34	33.500	33	34	196335004	100.000	3933648	35	49.912	0.942	50	50	50	50	17.500	33.375	0.979	34	33.500	33	34	0.00	32.81	17.27	17.57	0.00	32.35	2	47	81	0	14	114540	21558	10885	511	43516	0	2.22	52.22	90.00	0.00	90	1940281	Lactobacillus spp. strain	90	1940281	1897	1953	3		52	1	bronze	Short read length (49.91bp, expect >= 75 bp)
SRX130891	1929880	True	108717800	56.334	2174356	50	50	0	50	50	50	50	2	33.145	2.272	34	33.500	33	34	107037154	55.463	2144154	35	49.921	0.894	50	50	50	50	17	33.362	0.968	34	33.500	33	34	0.00	32.87	17.24	17.61	0.00	32.28	2	49	83	0	14	106279	21519	11326	518	43516	0	2.22	54.44	92.22	0.00	90	1936786	Lactobacillus spp. strain	90	1936786	1898	1954	3		52	1	bronze	Short read length (49.92bp, expect >= 75 bp)
SRX130892	1308780	True	35457100	27.092	709142	50	50	0	50	50	50	50	2	33.100	2.387	34	33.500	33	34	34819849	26.605	697726	35	49.905	0.965	50	50	50	50	18.500	33.350	1.032	34	33.500	33	34	0.00	32.60	17.89	18.66	0.00	30.85	0	4	303	0	115	33754	1530	984	500	1920	0	0.00	0.65	49.03	0.00	618	946155	Lactobacillus spp. strain	618	946155	722	744	3		18	1	exclude	Too many contigs (618, expect <= 500)
SRX130893	1905850	True	75883000	39.816	1517660	50	50	0	50	50	50	50	2	33.115	2.320	34	33	33	34	74671111	39.180	1495760	35	49.922	0.888	50	50	50	50	17.500	33.343	0.988	34	33	33	34	0.00	32.85	17.47	17.33	0.00	32.35	0	29	103	0	14	77016	8544	3701	511	25655	0	0.00	22.66	80.47	0.00	128	1093691	Lactobacillus spp. strain	128	1093691	1049	1087	3		34	1	bronze	Low coverage (39.18x, expect >= 50x);Short read length (49.92bp, expect >= 75 bp)
SRX130894	785744	True	17253900	21.959	345078	50	50	0	50	50	50	50	2	33.282	2.024	34	34	33	34	17037194	21.683	341240	35	49.927	0.845	50	50	50	50	18.500	33.454	0.910	34	34	33	34	0.00	32.41	18.56	19.66	0.00	29.37	0	1	143	0	109	14717	1076	798	501	1171	0	0.00	0.24	34.21	0.00	418	449844	Lactobacillus spp. strain	418	449844	271	284	3		10		bronze	Low coverage (21.68x, expect >= 50x);Short read length (49.93bp, expect >= 75 bp);Too many contigs (418, expect <= 200)
SRX130895	1890620	True	39857700	21.082	797154	50	50	0	50	50	50	50	2	33.104	2.369	34	33.500	33	34	39168602	20.717	784804	35	49.909	0.953	50	50	50	50	17	33.347	0.996	34	33.500	33	34	0.00	31.73	18.49	19.74	0.00	30.04	0	2	558	0	246	19054	1466	1062	501	1805	0	0.00	0.19	53.14	0.00	1050	1540123	Lactobacillus spp. strain	1050	1540123	1277	1292	3		11	1	exclude	Too many contigs (1050, expect <= 500)
SRX130896	2159450	True	69727600	32.290	1394552	50	50	0	50	50	50	50	2	33.140	2.305	34	33.500	33	34	68637964	31.785	1375202	35	49.911	0.940	50	50	50	50	17	33.365	1.010	34	33.500	33	34	0.00	31.70	18.44	18.73	0.00	31.14	0	38	465	0	95	40216	3370	2000	500	5625	0	0.00	6.23	76.23	0.00	610	2055714	Lactobacillus spp. strain	610	2055714	2009	2036	4		22	1	exclude	Too many contigs (610, expect <= 500)
SRX130897	1697210	True	31511400	18.567	630228	50	50	0	50	50	50	50	2	33.201	2.170	34	34	33	34	31080551	18.313	622654	35	49.916	0.901	50	50	50	50	17	33.397	0.995	34	34	33	34	0.00	31.39	18.85	20.10	0.00	29.67	0	1	428	0	247	14575	1225	940	500	1380	0	0.00	0.11	45.53	0.00	940	1152384	Lactobacillus spp. strain	940	1152384	924	937	4		8	1	exclude	Low coverage (18.31x, expect >= 20x);Too many contigs (940, expect <= 500)
SRX130900	2195960	True	298964800	136.143	5979296	50	50	0	50	50	50	50	2	33.178	2.224	34	33.500	33	34	219595940	100.000	4399472	35	49.914	0.917	50	50	50	50	17	33.386	1.003	34	34	33	34	0.00	31.65	18.23	18.57	0.00	31.55	0	68	213	0	36	49970	8026	3616	504	18004	0	0.00	26.67	83.53	0.00	255	2046689	Lactobacillus spp. strain	255	2046689	2027	2059	3	1	28	1	bronze	Short read length (49.91bp, expect >= 75 bp);Too many contigs (255, expect <= 200)
SRX130901	1545280	True	191478100	123.912	3829562	50	50	0	50	50	50	50	2	33.215	2.084	34	33.500	33	34	154527986	100.000	3094718	35	49.933	0.809	50	50	50	50	17.500	33.388	0.982	34	34	33	34	0.00	32.97	16.92	17.30	0.00	32.80	0	46	86	0	17	92183	16377	9999	607	30663	0	0.00	49.46	92.47	0.00	93	1523153	Lactobacillus spp. strain	93	1523153	1449	1480	4	1	26	1	bronze	Short read length (49.93bp, expect >= 75 bp)
SRX130902	1569940	True	249957800	159.215	4999156	50	50	0	50	50	50	50	2	33.048	2.425	34	33	33	34	156993956	100.000	3145838	35	49.905	0.988	50	50	50	50	17	33.304	0.997	34	33	33	34	0.00	32.97	16.91	17.31	0.00	32.80	0	46	85	0	17	92183	16384	9998	552	30663	0	0.00	49.46	91.40	0.00	93	1523714	Lactobacillus spp. strain	93	1523714	1449	1480	4	1	26	1	bronze	Short read length (49.91bp, expect >= 75 bp)
SRX130903	1427070	True	24622700	17.254	492454	50	50	0	50	50	50	50	2	33.188	2.126	34	33.500	33	34	24295412	17.025	486706	35	49.918	0.898	50	50	50	50	19.500	33.377	0.973	34	33.500	33	34	0.00	31.15	19.09	20.22	0.00	29.55	0	0	173	0	221	4579	900	757	501	900	0	0.00	0.00	25.55	0.00	677	609547	Lactobacillus spp. strain	677	609547	446	456	3		7		exclude	Low coverage (17.02x, expect >= 20x);Too many contigs (677, expect <= 500)
SRX130904	1731600	True	46084000	26.614	921680	50	50	0	50	50	50	50	2	33.172	2.335	34	34	33	34	45238995	26.126	906884	35	49.884	1.048	50	50	50	50	17	33.421	0.992	34	34	33	34	0.00	30.39	19.90	20.75	0.00	28.96	0	7	523	0	159	15573	2342	1684	500	3383	0	0.00	0.97	72.74	0.00	719	1683910	Lactobacillus spp. strain	719	1683910	1477	1486	2		6	1	exclude	Too many contigs (719, expect <= 500)
SRX130910	716012	True	13646900	19.060	272938	50	50	0	50	50	50	50	2	33.174	2.263	34	34	33	34	13437590	18.767	269240	35	49.909	0.938	50	50	50	50	18	33.393	1.009	34	34	33	34	0.00	30.89	20.36	21.55	0.00	27.19	0	0	54	0	68	4977	891	718	500	876	0	0.00	0.00	25.12	0.00	215	191665	Lactobacillus spp. strain	215	191665	115	134	4		15		exclude	Low coverage (18.77x, expect >= 20x)
SRX130911	1962040	True	48771700	24.858	975434	50	50	0	50	50	50	50	2	33.196	2.195	34	33.500	33	34	48083158	24.507	963226	35	49.919	0.895	50	50	50	50	17.500	33.398	0.977	34	34	33	34	0.00	31.74	18.49	19.67	0.00	30.10	0	4	584	0	215	19263	1710	1234	501	2172	0	0.00	0.42	61.60	0.00	948	1621465	Lactobacillus spp. strain	948	1621465	1397	1415	4		13	1	exclude	Too many contigs (948, expect <= 500)
SRX130912	2195960	True	406706900	185.207	8134138	50	50	0	50	50	50	50	2	33.035	2.552	34	33	33	34	219596068	100.000	4400600	35	49.901	0.997	50	50	50	50	17	33.318	1.018	34	33	33	34	0.00	31.61	18.33	18.49	0.00	31.57	0	68	212	0	37	50901	7809	3471	506	16521	0	0.00	25.95	80.92	0.00	262	2046215	Lactobacillus spp. strain	262	2046215	2032	2066	3	1	30	1	bronze	Short read length (49.90bp, expect >= 75 bp);Too many contigs (262, expect <= 200)
SRX130913	1554460	True	201037800	129.330	4020756	50	50	0.000	50	50	50	50	2	33.200	2.118	34	33.500	33	34	155446036	100.000	3113544	35	49.926	0.848	50	50	50	50	17.500	33.385	0.988	34	34	33	34	0.00	32.94	16.99	17.25	0.00	32.82	0	48	100	0	19	68213	13939	8012	607	27682	0	0.00	44.04	91.74	0.00	109	1519434	Lactobacillus spp. strain	109	1519434	1442	1471	4		24	1	bronze	Short read length (49.93bp, expect >= 75 bp)
SRX130914	2114150	True	146702000	69.391	2934040	50	50	0	50	50	50	50	2	33.051	2.455	34	33	33	34	143968333	68.097	2884832	35	49.905	0.979	50	50	50	50	17	33.314	0.997	34	33	33	34	0.00	31.75	18.15	18.62	0.00	31.48	0	67	213	0	38	50907	7479	3543	500	14879	0	0.00	25.19	80.08	0.00	266	1989426	Lactobacillus spp. strain	266	1989426	1942	1980	3	1	34	1	bronze	Short read length (49.91bp, expect >= 75 bp);Too many contigs (266, expect <= 200)
SRX130916	699025	True	12078400	17.279	241568	50	50	0	50	50	50	50	2	33.138	2.415	34	34	33	34	11847939	16.949	237446	35	49.897	1.007	50	50	50	50	18.500	33.400	1.001	34	34	33	34	0.00	28.92	21.85	22.50	0.00	26.73	0	0	40	0	60	8081	874	702	500	877	0	0.00	0.00	21.16	0.00	189	165265	Lactobacillus spp. strain	189	165265	89	101	2		10		exclude	Low coverage (16.95x, expect >= 20x)
SRX1328264	2036620	True	153279529	75.262	1189586	35	128.851	68.952	112	251	70	180	2	35.559	4.058	38	37	35.500	37.500	149980039	73.642	1179464	35	127.160	68.511	110	250	70	175	16	35.861	2.593	38	37	35.500	37.500	0.00	30.80	19.23	19.42	0.00	30.55	1	59	109	0	20	104496	14510	8031	511	30113	0	0.76	44.70	82.58	0.00	132	1915320	Lactobacillus spp. strain	132	1915320	1885	1926	1		39	1	silver	Low coverage (73.64x, expect >= 100x);Too many contigs (132, expect <= 100)
SRX1343142	3215500	True	848452692	263.864	5618892	151	151	0	151	151	151	151	9.500	32.109	2.367	35	33	31	34	321549964	100.000	2302636	35	139.644	18.562	150	150	135	150	14.500	32.496	2.413	35	33	32	34	0.00	27.73	22.76	21.91	0.00	27.60	12	25	30	0	5	459532	98728	44111	652	215309	0	37.50	78.12	93.75	0.00	32	3159308	Lactobacillus spp. strain	32	3159308	2949	3015	3		62	1	gold	passed all cutoffs
SRX1433289	3275290	True	1625310527	496.234	16266712	75	99.916	1.134	100	100	100	100	26	37.979	1.901	39	39	37.500	39	327529033	100.000	3279614	37	99.868	1.421	100	100	100	100	26.500	37.981	1.897	39	39	37.500	39	0.00	26.89	22.96	23.34	0.00	26.82	9	43	78	0	9	346978	34401	9160	500	105227	0	10.00	47.78	86.67	0.00	90	3096090	Lactobacillus spp. strain	90	3096090	2920	2976	3		52	1	gold	passed all cutoffs
SRX1482118	2754040	False	172170310	62.516	561725	286	306.503	19.994	326	326	286	326	15	32.294	4.075	37	34	30	35	171185317	62.158	561650	37	304.790	21.005	325	325	285	325	15	32.387	4.074	37	34	31	35	0.00	26.70	24.38	22.26	0.00	26.66	8	42	68	0	10	311314	39545	14163	504	79011	0	10.81	56.76	91.89	0.00	74	2926334	Lactobacillus spp. strain	74	2926334	2744	2795	2	1	48	1	bronze	Single-end reads
SRX1526290	2972590	False	344837890	116.006	1125475	286	306.393	19.996	326	326	286	326	12	32.327	3.902	37	33	30	35	297258828	100.000	974797	36	304.944	20.630	325	325	285	325	12	32.412	3.906	37	34	31	35	0.00	26.76	24.06	22.58	0.00	26.60	9	44	69	0	11	221935	39034	17057	504	79007	0	12.00	58.67	92.00	0.00	75	2927610	Lactobacillus spp. strain	75	2927610	2741	2795	3	1	50	1	bronze	Single-end reads
SRX1526291	2985930	False	343437486	115.019	1120721	286	306.443	19.995	326	326	286	326	11	32.115	4.026	37	33	30	35	298592901	100	978963	35	305.009	20.616	325	325	285	325	11	32.195	4.031	37	33	30	35	0.00	26.77	24.21	22.43	0.00	26.58	7	42	68	0	11	278614	40082	18275	504	75804	0	9.59	57.53	93.15	0.00	73	2925987	Lactobacillus spp. strain	73	2925987	2741	2795	2	1	51	1	bronze	Single-end reads
SRX1526292	3243730	False	454858456	140.227	1484396	286	306.427	19.995	326	326	286	326	12	32.088	4.006	37	33	30	35	324372824	100.000	1063391	37	305.036	20.567	325	325	285	325	13	32.168	4.013	37	33	30	35	0.00	26.78	24.06	22.58	0.00	26.58	9	42	65	0	11	221983	40648	21659	504	83860	0	12.50	58.33	90.28	0.00	72	2926716	Lactobacillus spp. strain	72	2926716	2742	2794	2	1	49	1	bronze	Single-end reads
SRX1526293	3639790	False	384816214	105.725	1254389	286	306.776	19.985	326	326	286	326	14	30.864	4.289	37	32	28	34	363979012	100	1190628	35	305.703	20.099	325	325	285	325	14	30.930	4.296	37	32	28	34	0.00	26.75	24.23	22.41	0.00	26.61	8	43	68	0	10	282335	40081	17795	504	79007	0	10.96	58.90	93.15	0.00	73	2925951	Lactobacillus spp. strain	73	2925951	2739	2793	2	1	51	1	bronze	Single-end reads
SRX1526295	3612850	False	384457898	106.414	1253483	286	306.712	19.987	326	326	286	326	14	30.928	4.268	37	32	29	34	361284873	100	1182016	35	305.651	20.084	325	325	285	325	14	30.990	4.277	37	32	29	34	0.00	26.74	24.01	22.63	0.00	26.63	9	45	69	0	13	167640	39529	28246	504	75804	0	12.16	60.81	93.24	0.00	74	2925171	Lactobacillus spp. strain	74	2925171	2742	2796	2	1	51	1	bronze	Single-end reads
SRX1526296	3013540	False	314866878	104.484	1026953	286	306.603	19.991	326	326	286	326	14	31.080	4.157	37	32	29	34	301353879	100	986216	37	305.566	20.067	325	325	285	325	14	31.140	4.164	37	32	29	34	0.00	26.74	24.18	22.54	0.00	26.54	9	39	55	0	10	221983	45385	32774	504	95845	0	14.52	62.90	88.71	0.00	62	2813894	Lactobacillus spp. strain	62	2813894	2630	2684	2	1	51	1	bronze	Single-end reads
SRX1526297	3820350	False	422304518	110.541	1377933	286	306.477	19.994	326	326	286	326	14	31.422	3.849	37	32	29	34	382035042	100	1250793	36	305.434	20.077	325	325	285	325	14	31.484	3.855	37	33	30	34	0.00	26.76	24.06	22.58	0.00	26.60	9	45	68	0	12	221983	39529	21664	525	78360	0	12.16	60.81	91.89	0.00	74	2925147	Lactobacillus spp. strain	74	2925147	2741	2793	2	1	49	1	bronze	Single-end reads
SRX1526302	3551100	False	424789300	119.622	1384810	286	306.749	19.986	326	326	286	326	12	30.965	4.256	37	32	29	34	355109900	100	1161674	35	305.688	20.080	325	325	285	325	12	31.029	4.261	37	32	29	34	0.00	26.73	24.16	22.48	0.00	26.63	9	41	63	0	10	291061	41806	17221	504	93595	0	12.86	58.57	90.00	0.00	70	2926429	Lactobacillus spp. strain	70	2926429	2745	2796	2	1	48	1	bronze	Single-end reads
SRX1526303	2951550	False	329307602	111.571	1074867	286	306.371	19.997	326	326	286	326	13	32.282	3.918	37	33	30	35	295154847	100.000	967939	36	304.931	20.597	325	325	285	325	13	32.361	3.922	37	34	30	35	0.00	26.73	24.27	22.37	0.00	26.63	8	41	65	0	9	291061	41217	14845	504	93595	0	11.27	57.75	91.55	0.00	71	2926453	Lactobacillus spp. strain	71	2926453	2745	2798	2	1	50	1	bronze	Single-end reads
SRX1526317	2737060	False	218651180	79.885	713450	286	306.470	19.994	326	326	286	326	15	33.311	3.795	37	35	32	36	215431126	78.709	705762	35	305.246	20.271	325	325	285	325	15	33.467	3.705	37	35	32	36	0.00	26.72	24.13	22.51	0.00	26.64	8	41	66	0	10	290838	40070	13031	504	92489	0	10.96	56.16	90.41	0.00	73	2925127	Lactobacillus spp. strain	73	2925127	2741	2793	2	1	49	1	bronze	Single-end reads
SRX1526345	2917870	False	269378408	92.320	879788	286	306.186	19.999	326	326	286	326	13	32.546	4.249	37	33	30	36	268386271	91.980	879593	35	305.126	20.119	325	325	285	325	13	32.600	4.241	37	34	30	36	0.00	26.77	24.03	22.61	0.00	26.59	8	42	65	0	10	291062	41189	20228	504	79010	0	11.27	59.15	91.55	0.00	71	2924460	Lactobacillus spp. strain	71	2924460	2738	2790	2	1	49	1	bronze	Single-end reads
SRX1526349	2808060	False	247531728	88.150	807508	286	306.538	19.993	326	326	286	326	14	32.756	4.018	37	34	31	36	245178668	87.312	802878	35	305.375	20.301	325	325	285	325	14	32.865	3.983	37	34	31	36	0.00	26.73	24.14	22.50	0.00	26.63	8	41	66	0	10	291062	41193	15185	504	92489	0	11.27	57.75	92.96	0.00	71	2924717	Lactobacillus spp. strain	71	2924717	2741	2795	2	1	51	1	bronze	Single-end reads
SRX1526354	2886110	False	253251746	87.749	826691	286	306.344	19.997	326	326	286	326	14	32.008	3.949	37	33	30	35	251846919	87.262	825098	35	305.233	20.148	325	325	285	325	14	32.085	3.942	37	33	30	35	0.00	26.75	24.25	22.39	0.00	26.62	8	40	64	0	9	311317	41756	16335	504	93595	0	11.43	57.14	91.43	0.00	70	2922941	Lactobacillus spp. strain	70	2922941	2741	2793	2	1	49	1	bronze	Single-end reads
SRX1526363	3090540	False	318867448	103.175	1040668	286	306.407	19.996	326	326	286	326	14	31.699	4.081	37	33	30	35	309053927	100	1012243	35	305.316	20.137	325	325	285	325	14	31.770	4.080	37	33	30	35	0.00	26.74	24.22	22.42	0.00	26.62	8	40	65	0	9	291062	42383	20188	525	93595	0	11.59	57.97	94.20	0.00	69	2924459	Lactobacillus spp. strain	69	2924459	2740	2794	2	1	51	1	bronze	Single-end reads
SRX1526369	2972490	False	334779714	112.626	1092439	286	306.452	19.995	326	326	286	326	14	32.457	3.845	37	34	31	35	297249010	100	973452	35	305.356	20.146	325	325	285	325	14	32.525	3.847	37	34	31	35	0.00	26.76	24.22	22.42	0.00	26.60	7	39	66	0	9	291062	41206	14905	504	91090	0	9.86	54.93	92.96	0.00	71	2925636	Lactobacillus spp. strain	71	2925636	2740	2795	3	1	51	1	bronze	Single-end reads
SRX1526379	2864360	False	306681530	107.068	1000495	286	306.530	19.993	326	326	286	326	15	32.347	3.939	37	34	31	35	286435947	100	937859	35	305.415	20.145	325	325	285	325	15	32.424	3.938	37	34	31	35	0.00	26.74	24.07	22.56	0.00	26.62	9	40	63	0	10	311316	42379	14857	504	93595	0	13.04	57.97	91.30	0.00	69	2924219	Lactobacillus spp. strain	69	2924219	2738	2790	2	1	49	1	bronze	Single-end reads
SRX1526380	2984410	False	278024910	93.159	907605	286	306.328	19.997	326	326	286	326	14	31.967	3.971	37	33	30	35	276706284	92.717	906534	35	305.235	20.132	325	325	285	325	14	32.038	3.969	37	33	30	35	0.00	26.72	24.13	22.51	0.00	26.64	9	41	65	0	10	291062	41202	20230	525	93595	0	12.68	57.75	91.55	0.00	71	2925354	Lactobacillus spp. strain	71	2925354	2741	2793	2	1	49	1	bronze	Single-end reads
SRX1526391	3209040	False	330872870	103.106	1080285	286	306.283	19.998	326	326	286	326	12	32.117	3.899	37	33	30	35	320903964	100	1052392	35	304.928	20.528	325	325	285	325	12	32.199	3.890	37	33	30	35	0.00	26.72	24.09	22.54	0.00	26.64	9	39	65	0	10	291062	41177	13982	504	93595	0	12.68	54.93	91.55	0.00	71	2923593	Lactobacillus spp. strain	71	2923593	2737	2789	2	1	49	1	bronze	Single-end reads
SRX1526395	3040170	False	268554004	88.335	876334	286	306.452	19.995	326	326	286	326	15	31.489	3.911	37	33	29	34	267522835	87.996	876014	35	305.386	20.112	325	325	285	325	15	31.553	3.915	37	33	30	35	0.00	26.68	24.26	22.38	0.00	26.68	8	44	69	0	11	281680	38986	15422	504	72948	0	10.67	58.67	92.00	0.00	75	2923953	Lactobacillus spp. strain	75	2923953	2736	2787	2	1	48	1	bronze	Single-end reads
SRX1526415	2972490	False	547966394	184.346	1788719	286	306.346	19.997	326	326	286	326	15	33.855	3.375	37	35	33	36	297249064	100	973604	35	305.308	20.093	325	325	285	325	15	33.924	3.371	37	35	33	36	0.00	26.68	24.28	22.46	0.00	26.58	9	35	51	0	9	282335	50978	34001	504	101937	0	16.07	62.50	91.07	0.00	56	2854816	Lactobacillus spp. strain	56	2854816	2671	2725	2	1	51	1	bronze	Single-end reads
